Euroclear Number,E/C Participant,Country Code,Clearstream Number,Local Acct,External Instr.,Participant Name
64049,N,150,15864,,N,15864 CLEARSTREAM'S UNPUBL CLIENT
64050,N,150,,,N,"FLEMING FUND,LUXEMBOURG  "
64051,N,287,15893,,N,"VOLKSBK SLOVENSKO AS, BRATISLAVA "
64052,N,50,,,N,"BCA DELLA SWITZ ITALIANA,LUGANO  "
64053,N,977,76376,,N,BK OF PHILIPPINE ISLANDS MANILA  
64055,N,150,15925,,N,15925 CLEARSTREAM'S UNPUBL CLIENT
64056,N,150,82820,,N,82820 CLEARSTREAM'S UNPUBL CLIENT
64057,N,50,,,N,"BK OF YOKOHAMA (SCHWEIZ),ZURICH  "
64058,N,20,15957,,N,BP2S BR/CL AS.IT STO.TAX EX PARIS
64059,N,150,82826,,N,82826 CLEARSTREAM'S UNPUBL CLIENT
64060,N,150,15933,,N,15933 CLEARSTREAM'S UNPUBL CLIENT
64061,N,150,16009,,N,16009 CLEARSTREAM'S UNPUBL CLIENT
64062,N,150,16027,,N,16027 CLEARSTREAM'S UNPUBL CLIENT
64063,N,150,14733,,N,14733 CLEARSTREAM'S UNPUBL CLIENT
64064,N,150,13524,,N,13524 CLEARSTREAM'S UNPUBL CLIENT
64066,N,30,16122,,N,JPMORGAN CHASE/COM FK-CEDEL LDN  
64068,N,150,82827,,N,82827 CLEARSTREAM'S UNPUBL CLIENT
64069,N,830,,,N,WOOD GUNDY JAPAN TOKYO   
64074,N,270,82699,,N,"UNITED BULGARIAN BANK AD,SOFIA   "
64075,N,287,82821,,N,"POSTOVA BANKA AS,BRATISLAVA  "
64076,N,60,,,N,"SCHLESWIG-HOLST LANDSCH HYPO,KIEL"
64078,N,150,,,N,82828 CEDEL'S UNPUBLISHED CLIENT 
64079,N,150,,,N,"IND BK JAPAN(LUC)/IBJ BFD,LUX    "
64080,N,70,,,N,CREDITO ITALIANO BRESCIA 
64082,N,150,82830,,N,82830 CLEARSTREAM'S UNPUBL CLIENT
64089,N,150,15685,,N,15685 CLEARSTREAM'S UNPUBL CLIENT
64090,N,120,,,N,BCO PORTUGUES ATLANTICO PORTO    
64091,N,150,15861,,N,15861 CLEARSTREAM'S UNPUBL CLIENT
64092,N,30,,,N,"BARCLAYS STOCK,LONDON    "
64093,N,20,11681,,N,"CREDIT DU NORD, PARIS    "
64094,N,150,13768,,N,13768 CLEARSTREAM'S UNPUBL CLIENT
64096,N,150,82837,,N,82837 CLEARSTREAM'S UNPUBL CLIENT
64097,N,60,,7519,Y,HSH FINANZFONDS AOER HAMBURG 
64098,N,150,15912,,N,15912 CLEARSTREAM'S UNPUBL CLIENT
64099,N,150,15934,,N,15934 CLEARSTREAM'S UNPUBL CLIENT
64103,N,150,82832,,N,82832 CLEARSTREAM'S UNPUBL CLIENT
64104,N,826,,,N,"ABN AMRO BANK NV,CURACAO "
64105,N,40,,,N,"ABN AMRO INVEST MNGT,AMSTERDAM   "
64106,N,660,,,N,"ABN AMRO TST CO (CAYMAN),GEORGETO"
64107,N,40,,,N,"ADMINISTRATIEKANTOOR,AMSTERDAM   "
64108,N,150,,,N,"AETNA INTL GLOBAL INVEST SER,LUXB"
64109,N,160,,,N,"KREDIETBANK,ATHENES  "
64110,N,150,16010,,N,16010 CLEARSTREAM'S UNPUBL CLIENT
64111,N,150,,,N,"BACOB BK,LUX "
64112,N,10,,,N,"CHEMICAL TST CY OF CALIF,SAN FRAN"
64113,N,457,,,N,"CHEMICAL BK(GUERNSEY),ST PETER PO"
64114,N,461,,,N,"AIB FD MANAGERS CI LTD,ST HELIER "
64115,N,190,,,N,"AIB SECS SVCES,DUBLIN    "
64116,N,150,13087,,N,13087 CLEARSTREAM'S UNPUBL CLIENT
64117,N,150,,,N,"ALCOR BANK LUX,LUXEMBOURG    "
64118,N,60,,,N,"BADEN WURTTEMBERG BK AG,STUTTGART"
64119,N,150,14500,,N,14500 CLEARSTREAM'S UNPUBL CLIENT
64120,N,660,,,N,"BK OF BUTTERFIELD INTL LTD,GEORGE"
64121,N,190,,,N,"BK OF IRELAND ADM SVCE LTD,DUBLIN"
64124,N,190,,,N,"BKERS TST FUND MANAGERS,DUBLIN   "
64125,N,750,16081,,N,FRANSI TADAWUL LLC-CLI ACC RIYADH
64126,N,150,16104,,N,16104 CLEARSTREAM'S UNPUBL CLIENT
64127,N,60,,,N,"BANKHAUS DELBRUCK CO,KOLN    "
64128,N,30,,8174,Y,"NEWEDGE UK FINANCIAL LTD,LONDON  "
64129,N,150,,,N,"BQUE DE LUXEMBOURG SA,HOWALD "
64130,N,150,15767,,N,15767 CLEARSTREAM'S UNPUBL CLIENT
64131,N,950,15862,,N,CEVALDOM DE CE DE VAL SA ST DOMIN
64132,N,20,,,N,"BQUE DU LOUVRE,PARIS "
64133,N,150,15897,,N,15897 CLEARSTREAM'S UNPUBL CLIENT
64134,N,150,15930,,N,15930 CLEARSTREAM'S UNPUBL CLIENT
64135,N,150,79294,,N,79294 CLEARSTREAM'S UNPUBL CLIENT
64136,N,150,79286,,N,79286 CLEARSTREAM'S UNPUBL CLIENT
64137,N,150,15264,,N,15264 CLEARSTREAM'S UNPUBL CLIENT
64138,N,150,15935,,N,15935 CLEARSTREAM'S UNPUBL CLIENT
64139,N,40,79273,,N,"STRATING EFFEC NV SYNDIC,AMSTERD "
64140,N,840,79251,,N,"MASTERLING SEC CORPORATION,TAIPEI"
64141,N,150,16013,,N,16013 CLEARSTREAM'S UNPUBL CLIENT
64142,N,190,,,N,"INVESTORS FD SVCES(IREL),DUBLIN  "
64143,N,461,,,N,"JOHN GOVETT MANAGEMENT LTD,ST HEL"
64144,N,461,,,N,"JOHN GOVETT SECRETAR JER LT,STHEL"
64145,N,150,14913,,N,14913 CLEARSTREAM'S UNPUBL CLIENT
64146,N,459,,,N,"JORDAN AND SONS LTD,DOUGLAS  "
64147,N,190,,,N,"KEB IRELAND FD MANAGEMENT,DUBLIN "
64148,N,150,,,N,"KEYFUNDS SERVICES,LUXEMBOURG "
64149,N,461,,,N,"KLEINWORT BENSON JERSEY FD,ST HEL"
64150,N,150,16054,,N,16054 CLEARSTREAM'S UNPUBL CLIENT
64151,N,850,,,N,"KOOKMIN FIN ASIA LTD,HONG KONG   "
64152,N,130,16082,,N,RAIFFEIS SAL REG GEN MBH SALZBURG
64153,N,150,16105,,N,16105 CLEARSTREAM'S UNPUBL CLIENT
64154,N,150,69843,,N,69843 CLEARSTREAM'S UNPUBL CLIENT
64155,N,150,15768,,N,15768 CLEARSTREAM'S UNPUBL CLIENT
64156,N,60,,7773,Y,DEUTSCHE BUNDESBANK FRANKFURT    
64157,N,0,,,N,"KREDIETBANK NV,ANTWERP   "
64158,N,660,,,N,"BCA AMER TST BKING COR CAYLTD,GCA"
64159,N,60,,7310,Y,DTC DEUTSCH BK AG DEM GLOBAL BOND
64160,N,150,,,N,"KREDIETRUST,LUXEMBOURG   "
64161,N,190,70262,,N,"PFIZER INTL BK EUROPE,DUBLIN "
64163,N,150,15885,,N,15885 CLEARSTREAM'S UNPUBL CLIENT
64164,N,457,,,N,"LLOYDS BK FD MGERS GUERN,STPPORT "
64166,N,50,,,N,"LLOYDS BK PLC,GENEVA "
64167,N,40,,,N,"LOMBARD ODIER TST NEDERL,ADAM    "
64168,N,975,15931,,N,DBS BK LTD NOTES INSSUANCE SGP   
64169,N,150,15263,,N,15263 CLEARSTREAM'S UNPUBL CLIENT
64170,N,150,,,N,"LUXIGEC SA,LUXEMBOURG    "
64171,N,150,15979,,N,15979 CLEARSTREAM'S UNPUBL CLIENT
64172,N,180,16011,,N,TURKIYE HALK BANKASI A.S. ANKARA 
64173,N,100,,,N,"MAGNUS BROS CAP MANAGEMENT,COPENH"
64174,N,150,14914,,N,14914 CLEARSTREAM'S UNPUBL CLIENT
64175,N,150,16058,,N,16058 CLEARSTREAM'S UNPUBL CLIENT
64176,N,150,16083,,N,16083 CLEARSTREAM'S UNPUBL CLIENT
64177,N,150,,,N,"MANAGEMENT INTL LUX,LUXEMBOURG   "
64178,N,70,79383,,N,BANCA INTERMOBILIARE SPA TORINO  
64179,N,457,,,N,"MANAGEMENT INTL GUERNS LTD,GUERNS"
64180,N,150,16106,,N,16106 CLEARSTREAM'S UNPUBL CLIENT
64181,N,60,,,N,DEUTSCHE CENTRALBODENKREDIT  KOLN
64182,N,660,,,N,"MEESPIERSON CAYMAN LTD,GEORGETOWN"
64183,N,190,,,N,"MEESPIERSON FD SVCES DUB,DUBLIN  "
64184,N,826,,,N,"MEESPIERSON TST,CURACAO  "
64185,N,150,69844,,N,69844 CLEARSTREAM'S UNPUBL CLIENT
64186,N,30,67491,,N,JEFFERIES INTERNATIONA LTD LONDON
64187,N,150,15863,,N,15863 CLEARSTREAM'S UNPUBL CLIENT
64188,N,461,,,N,"MERCURY ASSETT MANAGEMENT CI,JER "
64189,N,942,,,N,"MFS INTL LTD,HAMILTON    "
64190,N,150,15898,,N,15898 CLEARSTREAM'S UNPUBL CLIENT
64191,N,150,15932,,N,15932 CLEARSTREAM'S UNPUBL CLIENT
64192,N,10,,,N,"MIDLAND BK TST CORP CAYM,NY  "
64193,N,457,,,N,"MIDLAND BK FD MNGERS LTD,STPETERP"
64194,N,975,,,N,"MIL CORP SVCES SGP,SINGAPORE "
64195,N,150,11700,,N,11700 CLEARSTREAM'S UNPUBL CLIENT
64196,N,140,,,N,"ARGENTARIA BOLSA SCB,MADRID  "
64197,N,963,,,N,"INVESTCORP BK EC,MANAMA  "
64199,N,10,,,N,"BK OF CALIFORNIA,SAN FRANCISCO   "
64200,N,150,15980,,N,15980 CLEARSTREAM'S UNPUBL CLIENT
64201,N,60,,,N,"MM WARBURG AND CO,HAMBURG    "
64202,N,150,,,N,"MM WARBURG CO LUX SA,LUXEMBURG   "
64203,N,110,,,N,"MONTREAL TST CY OF CANADA,TORONTO"
64204,N,461,,,N,"MORGAN GRENF CUST SVC CI,ST HEL  "
64205,N,461,,,N,"MORGAN GRENFELL TST CORP(CI),STHE"
64206,N,461,,,N,"MORGAN STANLEY CAP (JER),ST-HELIE"
64207,N,20,,,N,"MW GESTION SA,PARIS  "
64208,N,850,,,N,"N.T. BUTTERFIELD CORP SVCES,HG KG"
64209,N,40,,,N,"NIB SECS NV,AMSTERDAM    "
64210,N,40,,,N,"NIBSTRATING FUNDMANAGEMENT,ADAM  "
64211,N,942,,,N,"OLYMPIA CAP (BERMUDA)LTD,HAMILTON"
64212,N,959,,,N,"OLYMPIA CAP INTL INC,TORTOLA "
64213,N,70,87453,,N,FIDEURAM BANK(SUISSE)S.S. LUGANO 
64214,N,150,,,N,"PAN HOLDING,LUXEMBOURG   "
64215,N,461,,,N,"PELICAN SECRETARIES LTD,ST HELIER"
64216,N,826,,,N,"PIERSON TST (CURACAO)NV,CURACAO  "
64217,N,959,,,N,"PRIMASIA INVEST MNGMT,TORTOLA    "
64218,N,977,79540,,N,"LAND BANK OF PHILIPPINES,MAKATI  "
64219,N,150,15907,,N,15907 CLEARSTREAM'S UNPUBL CLIENT
64220,N,150,16060,,N,16060 CLEARSTREAM'S UNPUBL CLIENT
64221,N,150,16053,,N,16053 CLEARSTREAM'S UNPUBL CLIENT
64222,N,150,16107,,N,16107 CLEARSTREAM'S UNPUBL CLIENT
64223,N,110,,,N,"R-M TRUST COMPANY,TORONTO    "
64224,N,959,,,N,"RATHBONE TST(BVI)LTD,TORTOLA "
64225,N,150,,,N,"RBS TST BK LTD,LUXEMBOURG    "
64226,N,457,,,N,"REA BROS(GUERNS)FD MNGERS,STSAMPS"
64227,N,870,,,N,"HONG-KONG SHANGHAI BK,AUKLAND    "
64229,N,60,67560,,N,BNP PARIBAS SEC SE ZWGND FFM FKFT
64230,N,150,69821,,N,69821 CLEARSTREAM'S UNPUBL CLIENT
64231,N,150,15869,,N,15869 CLEARSTREAM'S UNPUBL CLIENT
64232,N,150,79605,,N,79605 CLEARSTREAM'S UNPUBL CLIENT
64233,N,150,15902,,N,15902 CLEARSTREAM'S UNPUBL CLIENT
64234,N,150,82500,,N,82500 CLEARSTREAM'S UNPUBL CLIENT
64235,N,150,82498,,N,82498 CLEARSTREAM'S UNPUBL CLIENT
64236,N,150,15936,,N,15936 CLEARSTREAM'S UNPUBL CLIENT
64237,N,150,15854,,N,15854 CLEARSTREAM'S UNPUBL CLIENT
64238,N,190,10215,,N,HSBC SEC SERV IE BDT FDS DUBL    
64239,N,50,,,N,"GTI CORPORATION,GENEVA   "
64240,N,150,82506,,N,82506 CLEARSTREAM'S UNPUBL CLIENT
64241,N,150,14731,,N,14731 CLEARSTREAM'S UNPUBL CLIENT
64242,N,150,82505,,N,82505 CLEARSTREAM'S UNPUBL CLIENT
64243,N,150,16028,,N,16028 CLEARSTREAM'S UNPUBL CLIENT
64244,N,150,79618,,N,79618 CLEARSTREAM'S UNPUBL CLIENT
64246,N,60,,,N,"BCO CENTRAL HISPANOAMERICANO,FKFT"
64247,N,60,,6063,Y,LANDESKREDITBK BADEN WUTT F STUTT
64248,N,10,,,N,"BANKERS TRUST NYK ADR DEPT,NYK   "
64249,N,150,16085,,N,16085 CLEARSTREAM'S UNPUBL CLIENT
64250,N,150,16108,,N,16108 CLEARSTREAM'S UNPUBL CLIENT
64251,N,860,79664,,N,UBS AG AUSTRALIA BR SYDNEY   
64252,N,150,69841,,N,69841 CLEARSTREAM'S UNPUBL CLIENT
64253,N,30,,,N,"SOC GENERALE SECS,LONDON "
64255,N,150,69820,,N,69820 CLEARSTREAM'S UNPUBL CLIENT
64257,N,190,79642,,N,"KBC BK IRELAND PLC,DUBLIN    "
64258,N,150,15887,,N,15887 CLEARSTREAM'S UNPUBL CLIENT
64260,N,150,15303,,N,15303 CLEARSTREAM'S UNPUBL CLIENT
64261,N,190,10216,,N,HSBC SEC SERV IE VERITAS FDS DUB 
64262,N,150,15877,,N,15877 CLEARSTREAM'S UNPUBL CLIENT
64264,N,150,16055,,N,16055 CLEARSTREAM'S UNPUBL CLIENT
64265,N,150,16086,,N,16086 CLEARSTREAM'S UNPUBL CLIENT
64266,N,150,16109,,N,16109 CLEARSTREAM'S UNPUBL CLIENT
64267,N,150,69842,,N,69842 CLEARSTREAM'S UNPUBL CLIENT
64268,N,160,62761,,N,HELLENIC EXCHANGES SA ATHENS 
64269,N,150,15870,,N,15870 CLEARSTREAM'S UNPUBL CLIENT
64270,N,150,15888,,N,15888 CLEARSTREAM'S UNPUBL CLIENT
64271,N,150,15671,,N,15671 CLEARSTREAM'S UNPUBL CLIENT
64272,N,150,15958,,N,15958 CLEARSTREAM'S UNPUBL CLIENT
64273,N,981,15981,,N,KEB NEW ISSUE ACCOUNT SEOUL  
64274,N,150,15878,,N,15878 CLEARSTREAM'S UNPUBL CLIENT
64275,N,280,16029,,N,UNICREDIT TIRIAC BK SA BUCHAREST 
64276,N,150,15986,,N,15986 CLEARSTREAM'S UNPUBL CLIENT
64277,N,150,16087,,N,16087 CLEARSTREAM'S UNPUBL CLIENT
64278,N,150,16111,,N,16111 CLEARSTREAM'S UNPUBL CLIENT
64279,N,150,67362,,N,67362 CLEARSTREAM'S UNPUBL CLIENT
64280,N,150,69824,,N,69824 CLEARSTREAM'S UNPUBL CLIENT
64281,N,860,,,N,"CITIBANK,MELBOURNE   "
64282,N,0,,,N,VAN DE PUT CO ANTWERP    
64283,N,150,15872,,N,15872 CLEARSTREAM'S UNPUBL CLIENT
64284,N,150,15905,,N,15905 CLEARSTREAM'S UNPUBL CLIENT
64285,N,150,15672,,N,15672 CLEARSTREAM'S UNPUBL CLIENT
64286,N,150,15959,,N,15959 CLEARSTREAM'S UNPUBL CLIENT
64287,N,977,15982,,N,RCBC SPEC PROP ACCT MAKATI   
64288,N,150,15880,,N,15880 CLEARSTREAM'S UNPUBL CLIENT
64289,N,150,16030,,N,16030 CLEARSTREAM'S UNPUBL CLIENT
64291,N,150,16062,,N,16062 CLEARSTREAM'S UNPUBL CLIENT
64292,N,150,16088,,N,16088 CLEARSTREAM'S UNPUBL CLIENT
64293,N,30,,,N,BPI SECURITIES LTD LONDON    
64294,N,150,16112,,N,16112 CLEARSTREAM'S UNPUBL CLIENT
64295,N,150,69826,,N,69826 CLEARSTREAM'S UNPUBL CLIENT
64296,N,150,69825,,N,69825 CLEARSTREAM'S UNPUBL CLIENT
64297,N,60,,,N,"KREISSPARKASSE SIEGBURG,SIEGBURG "
64298,N,150,82553,,N,82553 CLEARSTREAM'S UNPUBL CLIENT
64299,N,150,15884,,N,15884 CLEARSTREAM'S UNPUBL CLIENT
64300,N,850,15904,,N,BNPPARIBAS-ELNS HONG KONG    
64301,N,20,15908,,N,CREDIT AGRICOL CIB-GCP CASH PARIS
64302,N,100,,2751,Y,VP SECURITIES A/S COPENHAGEN 
64303,N,150,15977,,N,15977 CLEARSTREAM'S UNPUBL CLIENT
64304,N,70,82556,,N,BCA DELLE MARCHE SPA JESI    
64305,N,50,,,N,"BQUE DE FINANCE ET D'INVES,GENEVE"
64306,N,150,15882,,N,15882 CLEARSTREAM'S UNPUBL CLIENT
64307,N,150,82564,,N,82564 CLEARSTREAM'S UNPUBL CLIENT
64308,N,150,16031,,N,16031 CLEARSTREAM'S UNPUBL CLIENT
64309,N,150,16049,,N,16049 CLEARSTREAM'S UNPUBL CLIENT
64310,N,150,16089,,N,16089 CLEARSTREAM'S UNPUBL CLIENT
64311,N,150,16113,,N,16113 CLEARSTREAM'S UNPUBL CLIENT
64312,N,150,69827,,N,69827 CLEARSTREAM'S UNPUBL CLIENT
64313,N,80,15843,,N,SWEDBANK AB STOCKHOLM    
64314,N,150,14233,,N,14233 CLEARSTREAM'S UNPUBL CLIENT
64315,N,150,87156,,N,87156 CEDEL'S UNPUBLISHED CLIENT 
64316,N,30,68176,,N,MF GLOBAL UK LTD W/ECC LDN   
64317,N,10,,,N,"BK OF NEW-YORK/ADR,NEW YORK  "
64318,N,20,15918,,N,SOCIETE GENERALE-GCP CASH PARIS  
64319,N,150,,,N,"NORDFINANZ-BK ZURICH,LUXEMBOURG  "
64320,N,150,82573,,N,82573 CLEARSTREAM'S UNPUBL CLIENT
64321,N,960,15961,,N,THE CYPRUS DE BK PU CY LT NICOSIA
64322,N,50,,,N,"DAIWA SECS BK(SWITZ),LUGANO  "
64323,N,70,,,N,"CABOTO HLDG SIM SA CABOTO SIM,MIL"
64324,N,150,15975,,N,15975 CLEARSTREAM'S UNPUBL CLIENT
64325,N,30,,7328,N,"NEWEDGE UK FINANCIAL LTD,LONDON  "
64326,N,150,16015,,N,16015 CLEARSTREAM'S UNPUBL CLIENT
64327,N,140,,,N,"DB SECURITIES SVB,MADRID "
64328,N,150,16033,,N,ANDBANC LUXEMBOURG SA LUXEMBOURG 
64329,N,10,,,N,"JP MORGAN SECS INC,NEW YORK  "
64331,N,150,16090,,N,16090 CLEARSTREAM'S UNPUBL CLIENT
64332,N,60,,,N,DTC DEUTSHE BK FKFT DEM GLOB BOND
64333,N,150,16114,,N,16114 CLEARSTREAM'S UNPUBL CLIENT
64334,N,30,67565,,N,SCOTIABANK EUROPE PLC LDN    
64337,N,150,14234,,N,14234 CLEARSTREAM'S UNPUBL CLIENT
64338,N,150,79901,,N,79901 CLEARSTREAM'S UNPUBL CLIENT
64339,N,150,69831,,N,69831 CLEARSTREAM'S UNPUBL CLIENT
64340,N,150,82842,,N,82842 CLEARSTREAM'S UNPUBL CLIENT
64341,N,20,15919,,N,SOCIETE GENERALE-GCP PARIS   
64342,N,150,15965,,N,15965 CLEARSTREAM'S UNPUBL CLIENT
64343,N,150,15985,,N,15985 CLEARSTREAM'S UNPUBL CLIENT
64344,N,150,16017,,N,16017 CLEARSTREAM'S UNPUBL CLIENT
64345,N,963,54925,,N,"CITIBANK NA,MANAMA   "
64346,N,20,16041,,N,BP2S SG/BPTSS A/C FULLER ALPH PAR
64348,N,50,,,N,DB CLEAR AG DKV SECOM AC DE100002
64349,N,150,16091,,N,16091 CLEARSTREAM'S UNPUBL CLIENT
64350,N,150,16116,,N,16116 CLEARSTREAM'S UNPUBL CLIENT
64351,N,150,69857,,N,69857 CLEARSTREAM'S UNPUBL CLIENT
64352,N,150,13369,,N,13369 CLEARSTREAM'S UNPUBL CLIENT
64353,N,30,,,N,"INDEPENDENT REGIST GR LTD,WITHAM "
64354,N,270,15875,,N,CENTRAL DEPOSITORY AD SOFIA  
64355,N,130,82849,,N,RAIFFEISEN BK INTL-AG-ITAL.TAX.  
64356,N,140,67241,,N,"CAJA MADRID, MADRID  "
64357,N,150,15939,,N,15939 CLEARSTREAM'S UNPUBL CLIENT
64358,N,60,,2126,Y,CORTAL CONSORS S.A NURNBERG  
64359,N,150,13550,,N,13550 CLEARSTREAM'S UNPUBL CLIENT
64360,N,975,15984,,N,EMIRATES NBD PJSC SING SINGAPORE 
64362,N,840,80120,,N,TA CHONG BK LTD OFFSHORE BKG TAIP
64363,N,150,16040,,N,16040 CLEARSTREAM'S UNPUBL CLIENT
64364,N,150,13918,,N,13918 CLEARSTREAM'S UNPUBL CLIENT
64365,N,200,,,N,"OY PANKIIRILIIKE FONDKOMM, HELS  "
64366,N,150,16092,,N,16092 CLEARSTREAM'S UNPUBL CLIENT
64367,N,977,79982,,N,"CITIBANK NA MANILA TRADING,MANILA"
64368,N,20,16117,,N,BP2S PARIS/PETER SA C NO CUS PARI
64369,N,150,69858,,N,69858 CLEARSTREAM'S UNPUBL CLIENT
64371,N,150,13746,,N,13746 CLEARSTREAM'S UNPUBL CLIENT
64372,N,150,69832,,N,69832 CLEARSTREAM'S UNPUBL CLIENT
64373,N,150,,,N,"FALTZ ET ASSOCIES,LUX    "
64374,N,150,15940,,N,15940 CLEARSTREAM'S UNPUBL CLIENT
64375,N,150,13942,,N,15942 CLEARSTREAM'S UNPUBL CLIENT
64376,N,150,15987,,N,15987 CLEARSTREAM'S UNPUBL CLIENT
64377,N,150,16019,,N,16019 CLEARSTREAM'S UNPUBL CLIENT
64378,N,150,16044,,N,16044 CLEARSTREAM'S UNPUBL CLIENT
64379,N,150,16057,,N,16057 CLEARSTREAM'S UNPUBL CLIENT
64381,N,150,16093,,N,16093 CLEARSTREAM'S UNPUBL CLIENT
64382,N,150,16120,,N,16120 CLEARSTREAM'S UNPUBL CLIENT
64383,N,100,,,N,NORDEA A/S COPENHAGEN    
64384,N,100,,,N,NORDEA A/S COPENHAGEN    
64385,N,150,69851,,N,69851 CLEARSTREAM'S UNPUBL CLIENT
64386,N,100,,,N,BIKUBEN BORS (SYDJYLLAND) COPENH 
64387,N,20,15852,,N,BP2S FKT/EPO-EUROP PAT ORG.PARIS 
64388,N,150,15876,,N,15876 CLEARSTREAM'S UNPUBL CLIENT
64389,N,150,69833,,N,69833 CLEARSTREAM'S UNPUBL CLIENT
64391,N,130,15296,,N,"SCHOELLERBANK AG,SALZBURG    "
64392,N,150,15971,,N,15971 CLEARSTREAM'S UNPUBL CLIENT
64393,N,150,15996,,N,15996 CLEARSTREAM'S UNPUBL CLIENT
64394,N,150,16020,,N,16020 CLEARSTREAM'S UNPUBL CLIENT
64395,N,150,16045,,N,16045 CLEARSTREAM'S UNPUBL CLIENT
64396,N,150,16076,,N,16076 CLEARSTREAM'S UNPUBL CLIENT
64398,N,50,,,N,"BENETTON INTL NV SWISS BR,LUGANO "
64399,N,150,16094,,N,16094 CLEARSTREAM'S UNPUBL CLIENT
64401,N,20,,,N,BAREP PARIS  
64403,N,150,15853,,N,15853 CLEARSTREAM'S UNPUBL CLIENT
64404,N,140,15851,,N,"CAJA MADRID, MADRID  "
64405,N,60,67096,,N,FRANKFURTER FONDSBANK GMBH FKFT  
64406,N,150,82873,,N,82873 CLEARSTREAM'S UNPUBL CLIENT
64407,N,850,15941,,N,YUANTA ASSET MGM HK LTD HONG KONG
64408,N,150,15972,,N,15972 CLEARSTREAM'S UNPUBL CLIENT
64409,N,60,,7560,Y,"BNP PARIBAS SEC SERV ZWGNDL, FKFT"
64410,N,150,16021,,N,16021 CLEARSTREAM'S UNPUBL CLIENT
64411,N,150,16046,,N,16046 CLEARSTREAM'S UNPUBL CLIENT
64412,N,150,16077,,N,16077 CLEARSTREAM'S UNPUBL CLIENT
64413,N,150,16095,,N,16095 CLEARSTREAM'S UNPUBL CLIENT
64414,N,150,13965,,N,13965 CLEARSTREAM'S UNPUBL CLIENT
64415,N,150,69853,,N,69853 CLEARSTREAM'S UNPUBL CLIENT
64416,N,150,75124,,N,75124 CLEARSTREAM'S UNPUBL CLIENT
64417,N,981,75162,,N,"KOOKMIN BK,SEOUL "
64418,N,826,16051,,N,CITIBK ARUBA NV SEC I-CL ORANJEST
64419,N,150,16123,,N,16123 CLEARSTREAM'S UNPUBL CLIENT
64420,N,70,16035,,N,BCA POPSO-ETIC SG VR MONE SONDRIO
64421,N,150,,,N,"PRICOA INT BK,LUX    "
64422,N,80,,,N,"MATTEUS FONDKOMMISSION AB,STOCKHO"
64423,N,150,16043,,N,16043 CLEARSTREAM'S UNPUBL CLIENT
64424,N,40,75170,,N,CITIBANK NA-VENEZUELA    
64426,N,100,,,N,VP-BROK/PRIVAT(SEE NARRAT.FOR ID)
64427,N,150,16059,,N,16059 CLEARSTREAM'S UNPUBL CLIENT
64428,N,860,,,N,"BZW AUSTRALIA SEC LTD,SYDNEY "
64429,N,150,16148,,N,16148 CLEARSTREAM'S UNPUBL CLIENT
64431,N,150,82882,,N,82882 CLEARSTREAM'S UNPUBL CLIENT
64432,N,50,,,N,"ERSPARNIES KASSE DES AMTBEZ,LANGE"
64433,N,150,69867,,N,69867 CLEARSTREAM'S UNPUBL CLIENT
64434,N,100,,,N,DEN DANSKE BK(PRIVATE TRANSAC)COP
64436,N,10,16169,,N,BNYM/HYPO PF&BK INT-CO PO PITTSBG
64438,N,60,67568,,N,DEUTSCHE BANK AG ESCHBORN    
64439,N,150,16022,,N,16022 CLEARSTREAM'S UNPUBL CLIENT
64440,N,70,16036,,N,BCA POPSO-ETI SG VR OB MIS SONDRI
64441,N,150,16131,,N,16131 CLEARSTREAM'S UNPUBL CLIENT
64442,N,459,75196,,N,DUNCAN LAWRIE (IOM) LTD DOUGLAS  
64443,N,150,16140,,N,16140 CLEARSTREAM'S UNPUBL CLIENT
64445,N,150,16149,,N,16149 CLEARSTREAM'S UNPUBL CLIENT
64446,N,60,69859,,N,BNP PAR 2S NO TAX EX ITL RES FKFT
64447,N,10,16160,,N,BNYM/HYPO PF BK INTL SA PITTSBRGH
64449,N,840,75205,,N,"TAIWAN BUSINESS BK,TAIPEI    "
64452,N,30,,,N,"ROTHSCHILD ASS MGT LTD,LDN   "
64453,N,150,69854,,N,69854 CLEARSTREAM'S UNPUBL CLIENT
64454,N,70,,,N,"RASFIN SIM, MILANO   "
64455,N,150,16124,,N,16124 CLEARSTREAM'S UNPUBL CLIENT
64456,N,70,16037,,N,BCA POPSO-ETI SG VR BILANC SONDRI
64457,N,150,16134,,N,16134 CLEARSTREAM'S UNPUBL CLIENT
64458,N,20,,,N,"KEMPF SA,PARIS   "
64459,N,150,16141,,N,16141 CLEARSTREAM'S UNPUBL CLIENT
64461,N,150,87160,,N,87160 CLEARSTREAM'S UNPUBL CLIENT
64462,N,981,75226,,N,"DAEWOO SECS CO/NEW ISSUE AC,SEOUL"
64464,N,150,75243,,N,75243 CLEARSTREAM'S UNPUBL CLIENT
64465,N,150,69864,,N,69864 CLEARSTREAM'S UNPUBL CLIENT
64467,N,150,16166,,N,16166 CLEARSTREAM'S UNPUBL CLIENT
64470,N,60,60682,,N,SAL OPPENHEIM JR+CIE /UKO.5 KOELN
64471,N,150,16125,,N,16125 CLEARSTREAM'S UNPUBL CLIENT
64472,N,540,82912,,N,BCO DE VENEZUELA BCO VEN. CARACAS
64473,N,70,16038,,N,BCA POPSO-ETI SG VR AZIONA SONDRI
