Euroclear Number,E/C Participant,Country Code,Clearstream Number,Local Acct,External Instr.,Participant Name
52462,N,150,17034,,N,17034 CLEARSTREAM'S UNPUBL CLIENT
52463,N,947,17060,,N,"BANESCO SA-BAN BCO MULT SA,PANAM "
52464,N,150,88783,,N,88783 CLEAMSTREAM'S UNPUBL CLIENT
52465,N,150,15615,,N,15615 CLEARSTREAM'S UNPUBL CLIENT
52466,N,150,17103,,N,17103 CLEARSTREAM'S UNPUBL CLIENT
52467,N,150,70643,,N,70643 CLEARSTREAM'S UNPUBL CLIENT
52468,N,150,88797,,N,88797 CLEARSTREAM'S UNPUBL CLIENT
52469,N,150,17155,,N,"MM WARBURG+CO LUX/W+W GL.OP,LUX  "
52470,N,330,17181,,N,"BANK OF ALEXANDRIA - EGYPT, CAIRO"
52471,N,150,16885,,N,16885 CLEARSTREAM'S UNPUBL CLIENT
52472,N,150,88776,,N,88776 CLEARSTREAM'S UNPUBL CLIENT
52474,N,800,88815,,N,PUBLIC BK BERHAD KUALA LUMPUR    
52475,N,150,88777,,N,88777 CLEARSTREAM'S UNPUBL CLIENT
52476,N,150,16912,,N,16912 CLEARSTREAM'S UNPUBL CLIENT
52477,N,70,88826,,N,UNION DI BANCHE ITAL SCPA/CL BERG
52478,N,150,88778,,N,88778 CLEARSTREAM'S UNPUBL CLIENT
52479,N,150,16938,,N,16938 CLEARSTREAM'S UNPUBL CLIENT
52481,N,150,88779,,N,88779 CLEARSTREAM'S UNPUBL CLIENT
52482,N,190,10262,,N,GAM FUND MGNT LTD DUBL FIA DUBLIN
52483,N,100,,,N,VP VAERPAPIRCENT TAASTRUIP   
52484,N,150,16779,,N,16779 CLEARSTREAM'S UNPUBL CLIENT
52485,N,150,17036,,N,17036 CLEARSTREAM'S UNPUBL CLIENT
52486,N,150,16782,,N,16782 CLEARSTREAM'S UNPUBL CLIENT
52487,N,120,17081,,N,"BBVA PORTUGAL SA/CLIENTES1,LISBOA"
52488,N,150,17105,,N,17105 CLEARSTREAM'S UNPUBL CLIENT
52489,N,150,16879,,N,16879 CLEARSTREAM'S UNPUBL CLIENT
52490,N,30,,8603,Y,"PERSHING SECS LTD W/EBOC,LONDON  "
52491,N,150,17156,,N,"MM WARBURG+CO LUX/W+W GLO.STR,LUX"
52492,N,150,17184,,N,17184 CLEARSTREAM'S UNPUBL CLIENT
52493,N,30,,8604,Y,"BNY SECURITIES LIMITES,LONDON    "
52494,N,130,16886,,N,"HYPO NOE GRUPPE BK AG, ST POELTEN"
52495,N,70,67581,,N,"MONTE TITOLI S.P.A.,MILANO   "
52496,N,850,16883,,N,BOCI SECURITIES LTD (CASH) HGKG  
52497,N,150,16994,,N,16994 CLEARSTREAM'S UNPUBL CLIENT
52498,N,150,16997,,N,16997 CLEARSTREAM'S UNPUBL CLIENT
52499,N,30,,8606,Y,"BNY SECURITIES LIMITES,LONDON    "
52500,N,150,17037,,N,17037 CLEARSTREAM'S UNPUBL CLIENT
52501,N,150,17056,,N,17056 CLEARSTREAM'S UNPUBL CLIENT
52502,N,120,17083,,N,"BBVA PORTUGAL SA/CLIENTES2,LISBOA"
52503,N,150,17106,,N,17106 CLEARSTREAM'S UNPUBL CLIENT
52504,N,860,17123,,N,NAT AU BK LTD NY AUD BD PORT MELB
52505,N,150,17157,,N,"MM WARB+CO LUX/W+W EUR.AK.PREM,LU"
52506,N,60,17001,,N,MEAG CASH MANAGEMENT GMBH MUNCHEN
52507,N,150,16693,,N,16693 CLEARSTREAM'S UNPUBL CLIENT
52508,N,150,65016,,N,65016 CLEARSTREAM'S UNPUBL CLIENT
52509,N,850,16884,,N,BOCI SECURITIES LTD (DRIP) HGKG  
52510,N,150,16946,,N,16946 CLEARSTREAM'S UNPUBL CLIENT
52511,N,60,,3079,Y,M.M.WARBURG&CO HYPOBK AG HAMBURG 
52512,N,150,17038,,N,17038 CLEARSTREAM'S UNPUBL CLIENT
52513,N,120,88834,,N,"BPN-BCO PORTUG DE NEGOCIOS SA,POR"
52514,N,30,,8611,Y,PERSHING SECURITIES LIM W/PROSP. 
52515,N,150,17059,,N,17059 CLEARSTREAM'S UNPUBL CLIENT
52516,N,150,,,N,"STATE STREET BK LUX SA,LUXEMBOURG"
52517,N,150,17107,,N,17107 CLEARSTREAM'S UNPUBL CLIENT
52518,N,820,88801,,N,"PING AN BANK CO LTD, SHENZHEN    "
52519,N,150,88840,,N,88840 CLEARSTREAM'S UNPUBL CLIENT
52520,N,965,17125,,N,"NAT.LIFEGEN.INSCO SAOC,WADI KABIR"
52521,N,150,17158,,N,"MM WARB+CO LU/W+W EUR.AK.PR.II,LU"
52522,N,60,60118,1144,Y,QUIRIN BANK AG BERLIN    
52524,N,981,17185,,N,AUST & NZ BK GRP LT SEOUL B SEOUL
52525,N,150,88842,,N,88842 CLEARSTREAM'S UNPUBL CLIENT
52526,N,150,16887,,N,16887 CLEARSTREAM'S UNPUBL CLIENT
52527,N,981,16898,,N,SHINHAN BK-M A AP CONSUM VA SEOUL
52528,N,230,88868,,N,"KREDYT BK SA/CLIENT,WARSAW   "
52529,N,30,,,N,CSFB EUR LTD LDN 
52530,N,150,16910,,N,16910 CLEARSTREAM'S UNPUBL CLIENT
52531,N,150,16947,,N,16947 CLEARSTREAM'S UNPUBL CLIENT
52532,N,150,16968,,N,16968 CLEARSTREAM'S UNPUBL CLIENT
52533,N,30,68611,,N,PERSHING SECS W POS NA LDN   
52534,N,150,17041,,N,17041 CLEARSTREAM'S UNPUBL CLIENT
52535,N,150,16880,,N,16880 CLEARSTREAM'S UNPUBL CLIENT
52536,N,190,10285,,N,NORTH TST INT FD AD SER-SARAS DUB
52537,N,150,17109,,N,17109 CLEARSTREAM'S UNPUBL CLIENT
52538,N,150,17128,,N,17128 CLEARSTREAM'S UNPUBL CLIENT
52539,N,150,17160,,N,"MM WARBURG+CO LUX/W+W US AK PR,LU"
52540,N,150,88872,,N,88872 CLEARSTREAM'S UNPUBL CLIENT
52541,N,150,17189,,N,17189 CLEARSTREAM'S UNPUBL CLIENT
52542,N,150,16889,,N,16889 CLEARSTREAM'S UNPUBL CLIENT
52543,N,20,68262,,N,CM-CIC SECURITIES PARIS  
52544,N,981,16916,,N,SHINHAN BK-M AMY CHILDR VUL SEOUL
52545,N,150,16939,,N,16939 CLEARSTREAM'S UNPUBL CLIENT
52546,N,20,69038,,N,CM-CIC SECURITIES PARIS  
52547,N,150,88849,,N,88849 CLEARSTREAM'S UNPUBL CLIENT
52548,N,150,16948,,N,16948 CLEARSTREAM'S UNPUBL CLIENT
52549,N,150,69039,,N,69039 CLEARSTREAM'S UNPUBL CLIENT
52550,N,150,88850,,N,88850 CLEARSTREAM'S UNPUBL CLIENT
52551,N,150,16969,,N,16969 CLEARSTREAM'S UNPUBL CLIENT
52552,N,150,17042,,N,17042 CLEARSTREAM'S UNPUBL CLIENT
52553,N,150,88851,,N,88851 CLEARSTREAM'S UNPUBL CLIENT
52555,N,150,16882,,N,16882 CLEARSTREAM'S UNPUBL CLIENT
52556,N,150,17071,,N,17071 CLEARSTREAM'S UNPUBL CLIENT
52557,N,150,17104,,N,17104 CLEARSTREAM'S UNPUBL CLIENT
52558,N,150,17129,,N,17129 CLEARSTREAM'S UNPUBL CLIENT
52559,N,150,67061,,N,67061 CLEARSTREAM'S UNPUBL CLIENT
52560,N,150,17161,,N,"MM WARBURG+CO LUX/W+W GLOB.CON,LU"
52561,N,150,17190,,N,17190 CLEARSTREAM'S UNPUBL CLIENT
52562,N,150,69037,,N,69037 CLEARSTREAM'S UNPUBL CLIENT
52563,N,150,17192,,N,17192 CLEARSTREAM'S UNPUBL CLIENT
52564,N,150,17206,,N,17206 CLEARSTREAM'S UNPUBL CLIENT
52565,N,150,65012,,N,65012 CLEARSTREAM'S UNPUBL CLIENT
52566,N,150,65048,,N,65048 CLEARSTREAM'S UNPUBL CLIENT
52567,N,150,17279,,N,17279 CLEARSTREAM'S UNPUBL CLIENT
52568,N,150,17292,,N,17292 CLEARSTREAM'S UNPUBL CLIENT
52569,N,150,17201,,N,17201 CLEARSTREAM'S UNPUBL CLIENT
52570,N,190,10406,,N,"NORTH TST INT.FD AD.SER-HU HL,DUB"
52571,N,700,88853,,N,EMIRATES LEBANON BANK SAL BEIRUT 
52572,N,150,88863,,N,88863 CLEARSTREAM'S UNPUBL CLIENT
52573,N,30,17003,,N,"CITI-AGENCY & TRUST SETTL ACC,LON"
52574,N,150,17366,,N,17366 CLEARSTREAM'S UNPUBL CLIENT
52575,N,150,17383,,N,17383 CLEARSTREAM'S UNPUBL CLIENT
52576,N,150,65026,,N,65026 CLEARSTREAM'S UNPUBL CLIENT
52577,N,150,17193,,N,17193 CLEARSTREAM'S UNPUBL CLIENT
52578,N,150,17207,,N,17207 CLEARSTREAM'S UNPUBL CLIENT
52579,N,150,10298,,N,BANQUE LBLUX SA CFF FIA  
52580,N,150,17141,,N,17141 CLEARSTREAM'S UNPUBL CLIENT
52581,N,150,17281,,N,17281 CLEARSTREAM'S UNPUBL CLIENT
52582,N,150,17294,,N,17294 CLEARSTREAM'S UNPUBL CLIENT
52583,N,30,68603,,N,PERSHING SECS LTD EBOC LDN   
52584,N,150,17222,,N,17222 CLEARSTREAM'S UNPUBL CLIENT
52585,N,60,,,N,"BOURSORAMA S.A., FRANKFURT   "
52586,N,30,68604,,N,PERSHING SECS LTD W BER TR LDN   
52588,N,90,10407,,N,"SKAGEN AS, STAVANGER "
52589,N,800,17355,,N,"OCBC BK(MY)BHD-CLTSAC,KUALALUMPUR"
52590,N,150,17324,,N,17324 CLEARSTREAM'S UNPUBL CLIENT
52591,N,150,88889,,N,88889 CLEARSTREAM'S UNPUBL CLIENT
52592,N,30,68606,,N,PERSHING SECS  LTD LDN   
52593,N,150,17384,,N,17384 CLEARSTREAM'S UNPUBL CLIENT
52594,N,150,65027,,N,65027 CLEARSTREAM'S UNPUBL CLIENT
52595,N,30,,,N,PERSHING SECS  LTD LDN   
52596,N,150,88841,,N,88841 CLEARSTREAM'S UNPUBL CLIENT
52597,N,150,17197,,N,17197 CLEARSTREAM'S UNPUBL CLIENT
52598,N,150,17208,,N,17208 CLEARSTREAM'S UNPUBL CLIENT
52599,N,230,88862,,N,"KREDYT BK SA,WARSAW  "
52600,N,150,17230,,N,17230 CLEARSTREAM'S UNPUBL CLIENT
52601,N,150,88893,,N,88893 CLEARSTREAM'S UNPUBL CLIENT
52602,N,150,10291,,N,"STATE STREET BK LUX-GSAM LU, LUX "
52603,N,150,88917,,N,88917 CLEARSTREAM'S UNPUBL CLIENT
52604,N,30,17278,,N,BK OF COMMUNICATIONS(UK)LT LONDON
52605,N,150,65043,,N,65043 CLEARSTREAM'S UNPUBL CLIENT
52606,N,150,17319,,N,17319 CLEARSTREAM'S UNPUBL CLIENT
52607,N,150,88895,,N,88895 CLEARSTREAM'S UNPUBL CLIENT
52608,N,50,17339,,N,"MIRABAUD AND CIE/US OMNIBUS, GEN "
52609,N,150,88919,,N,88919 CLEARSTREAM'S UNPUBL CLIENT
52610,N,150,,,N,FASTNET LUXBG    
52612,N,906,17356,,N,"CENTRAL BANK OF MALTA,VALLETTA   "
52613,N,150,88896,,N,88896 CLEARSTREAM'S UNPUBL CLIENT
52614,N,150,17325,,N,17325 CLEARSTREAM'S UNPUBL CLIENT
52615,N,150,17385,,N,17385 CLEARSTREAM'S UNPUBL CLIENT
52616,N,150,88897,,N,88897 CLEARSTREAM'S UNPUBL CLIENT
52618,N,40,68586,,N,ABN AMRO CLEARING BK NV AMSTERDAM
52619,N,150,88898,,N,88898 CLEARSTREAM'S UNPUBL CLIENT
52620,N,150,17097,,N,17097 CLEARSTREAM'S UNPUBL CLIENT
52621,N,60,,,N,"HSBC TRINK BURKH,DUSS W/LANG SCHW"
52622,N,150,88899,,N,88899 CLEARSTREAM'S UNPUBL CLIENT
52624,N,10,17233,,N,"BARCLAYS CAPITAL INC., NEW YORK  "
52625,N,150,88900,,N,88900 CLEARSTREAM'S UNPUBL CLIENT
52626,N,150,88903,,N,88903 CLEARSTREAM'S UNPUBL CLIENT
52627,N,150,88961,,N,88961 CLEARSTREAM'S UNPUBL CLIENT
52628,N,150,17261,,N,17261 CLEARSTREAM'S UNPUBL CLIENT
52629,N,150,88904,,N,88904 CLEARSTREAM'S UNPUBL CLIENT
52630,N,330,17280,,N,COMMERCIAL INT BK(EGYPT)SAE CAIRO
52631,N,150,10064,,N,"BANQUE DE LUXEMBOURG/FIA EFS,LUX "
52632,N,150,17323,,N,17323 CLEARSTREAM'S UNPUBL CLIENT
52633,N,50,17340,,N,"MIRABAUD AND CIE/NON-US SECS,GEN "
52634,N,150,17357,,N,17357 CLEARSTREAM'S UNPUBL CLIENT
52635,N,150,17326,,N,17326 CLEARSTREAM'S UNPUBL CLIENT
52636,N,975,,,N,"MORGAN STANLEY, SINGAPORE    "
52637,N,150,17386,,N,17386 CLEARSTREAM'S UNPUBL CLIENT
52638,N,150,68515,,N,68515 CLEARSTREAM'S UNPUBL CLIENT
52639,N,150,88964,,N,88964 CLEARSTREAM'S UNPUBL CLIENT
52640,N,959,17198,,N,FIRSTCARIBBEAN INTBK(BA)LT NASSAU
52642,N,906,67669,,N,"MEDITERRANEAN BANK PLC, VALLETTA "
52643,N,150,17265,,N,17265 CLEARSTREAM'S UNPUBL CLIENT
52644,N,150,17283,,N,17283 CLEARSTREAM'S UNPUBL CLIENT
52645,N,150,10403,,N,10403 CLEARSTREAM'S UNPUBL CLIENT
52646,N,20,17320,,N,"BP2S PARIS/MERCAN VALOR PROP,PARI"
52647,N,981,17341,,N,"KSD-BTB, SEOUL   "
52648,N,150,88967,,N,88967 CLEARSTREAM'S UNPUBL CLIENT
52649,N,150,17358,,N,17358 CLEARSTREAM'S UNPUBL CLIENT
52650,N,150,17368,,N,17368 CLEARSTREAM'S UNPUBL CLIENT
52651,N,40,,,N,"DRESDNER BK,AMSTERDAM    "
52652,N,150,17387,,N,17387 CLEARSTREAM'S UNPUBL CLIENT
52653,N,150,65056,,N,65056 CLEARSTREAM'S UNPUBL CLIENT
52654,N,660,17220,,N,FIRSTSTCARIBEAN IB(CA)L GD CAYMAN
52655,N,150,17179,,N,17179 CLEARSTREAM'S UNPUBL CLIENT
52656,N,150,65014,,N,65014 CLEARSTREAM'S UNPUBL CLIENT
52657,N,150,17268,,N,17268 CLEARSTREAM'S UNPUBL CLIENT
52658,N,800,17282,,N,BNP PARIBAS MALAYSIA BERHAD KUALA
52659,N,150,17307,,N,17307 CLEARSTREAM'S UNPUBL CLIENT
52660,N,150,88970,,N,88970 CLEARSTREAM'S UNPUBL CLIENT
52661,N,20,17321,,N,"BP2S PARIS/MERCAN VALOR CL,PARIS "
52662,N,20,17343,,N,"BP2S MILAN/INTERMONTE SIM, PARIS "
52663,N,150,17359,,N,17359 CLEARSTREAM'S UNPUBL CLIENT
52664,N,160,,2762,Y,"CYPRUS STOCK EXCHANGE, NICOSIA   "
52665,N,150,17332,,N,17332 CLEARSTREAM'S UNPUBL CLIENT
52666,N,190,10414,,N,"QUINTILLION LIMITED, DUBLIN  "
52667,N,150,16773,,N,16773 CLEARSTREAM'S UNPUBL CLIENT
52668,N,850,17204,,N,EFG BK AG-HK BR-AC CL-REIN HG KG 
52669,N,150,88805,,N,88805 CLEARSTREAM'S UNPUBL CLIENT
52670,N,150,65015,,N,65015 CLEARSTREAM'S UNPUBL CLIENT
52671,N,150,17269,,N,17269 CLEARSTREAM'S UNPUBL CLIENT
52672,N,150,88806,,N,88806 CLEARSTREAM'S UNPUBL CLIENT
52673,N,60,,7701,Y,THE BK OF NEWYORK MELL SA/NV FKFT
52674,N,150,17293,,N,17293 CLEARSTREAM'S UNPUBL CLIENT
52675,N,150,88807,,N,88807 CLEARSTREAM'S UNPUBL CLIENT
52676,N,20,17322,,N,"BP2S PARIS/MERCAN VALOR ADAR,PARI"
52677,N,50,17249,,N,"HINDUJA BK-PROPRIETARY ASSETS,GEN"
52678,N,150,88808,,N,88808 CLEARSTREAM'S UNPUBL CLIENT
52679,N,150,88809,,N,88809 CLEARSTREAM'S UNPUBL CLIENT
52680,N,150,17360,,N,17360 CLEARSTREAM'S UNPUBL CLIENT
52681,N,760,17369,,N,"WARBA BANK K.S.C, KUWAIT "
52682,N,150,88810,,N,88810 CLEARSTREAM'S UNPUBL CLIENT
52683,N,150,17389,,N,17389 CLEARSTREAM'S UNPUBL CLIENT
52684,N,150,89309,,N,89309 CLEARSTREAM'S UNPUBL CLIENT
52685,N,150,88811,,N,88811 CLEARSTREAM'S UNPUBL CLIENT
52686,N,70,17395,,N,"MPS CAP SERV/GCP CASH ACC, SIENA "
52687,N,150,89310,,N,89310 CLEARSTREAM'S UNPUBL CLIENT
52688,N,150,88812,,N,88812 CLEARSTREAM'S UNPUBL CLIENT
52689,N,150,16774,,N,16774 CLEARSTREAM'S UNPUBL CLIENT
52690,N,150,89311,,N,89311 CLEARSTREAM'S UNPUBL CLIENT
52691,N,150,88813,,N,88813 CLEARSTREAM'S UNPUBL CLIENT
52692,N,850,17205,,N,EFG BK AG-HK B-AC CL-NO-REIN HGKG
52693,N,150,89312,,N,89312 CLEARSTREAM'S UNPUBL CLIENT
52694,N,150,17235,,N,17235 CLEARSTREAM'S UNPUBL CLIENT
52695,N,150,17270,,N,17270 CLEARSTREAM'S UNPUBL CLIENT
52696,N,150,89313,,N,89313 CLEARSTREAM'S UNPUBL CLIENT
52697,N,60,,7702,Y,THE BK OF NEWYORK MELL SA/NV FKFT
52698,N,150,17312,,N,17312 CLEARSTREAM'S UNPUBL CLIENT
52699,N,150,89314,,N,89314 CLEARSTREAM'S UNPUBL CLIENT
52700,N,150,67455,,N,67455 CLEARSTREAM'S UNPUBL CLIENT
52702,N,150,89315,,N,89315 CLEARSTREAM'S UNPUBL CLIENT
52703,N,150,17250,,N,17250 CLEARSTREAM'S UNPUBL CLIENT
52704,N,150,17362,,N,17362 CLEARSTREAM'S UNPUBL CLIENT
52705,N,150,89316,,N,89316 CLEARSTREAM'S UNPUBL CLIENT
52706,N,150,17370,,N,17370 CLEARSTREAM'S UNPUBL CLIENT
52707,N,981,17390,,N,SHINHAN CUSTODY SEOUL    
52708,N,150,89317,,N,89317 CLEARSTREAM'S UNPUBL CLIENT
52709,N,150,17413,,N,17413 CLEARSTREAM'S UNPUBL CLIENT
52710,N,150,16775,,N,16775 CLEARSTREAM'S UNPUBL CLIENT
52711,N,150,89318,,N,89318 CLEARSTREAM'S UNPUBL CLIENT
52713,N,150,65034,,N,65034 CLEARSTREAM'S UNPUBL CLIENT
52714,N,150,17237,,N,17237 CLEARSTREAM'S UNPUBL CLIENT
52715,N,975,88978,,N,"UNICREDIT BK AG SIN BR, SING "
52716,N,150,17271,,N,17271 CLEARSTREAM'S UNPUBL CLIENT
52717,N,60,,7272,Y,THE BK OF NEWYORK MELL SA/NV FKFT
52718,N,150,10400,,N,"SKANDINAVISKA ENSKIL BK-FIA,LUX  "
52719,N,150,65001,,N,65001 CLEARSTREAM'S UNPUBL CLIENT
52720,N,150,17342,,N,17342 CLEARSTREAM'S UNPUBL CLIENT
52721,N,150,17364,,N,17364 CLEARSTREAM'S UNPUBL CLIENT
52722,N,150,17371,,N,17371 CLEARSTREAM'S UNPUBL CLIENT
52723,N,70,,,N,"BCA DE SELENTO,LECHE "
52724,N,150,88981,,N,88981 CLEARSTREAM'S UNPUBL CLIENT
52725,N,150,17391,,N,17391 CLEARSTREAM'S UNPUBL CLIENT
52726,N,150,17414,,N,17414 CLEARSTREAM'S UNPUBL CLIENT
52727,N,850,88982,,N,"TAIWAN BUSINESS BK HK.BR,HK  "
52728,N,150,16913,,N,16913 CLEARSTREAM'S UNPUBL CLIENT
52729,N,150,17217,,N,17217 CLEARSTREAM'S UNPUBL CLIENT
52730,N,150,17241,,N,17241 CLEARSTREAM'S UNPUBL CLIENT
52731,N,60,,4116,Y,HSBC TRINKAUS+BURK AG DUESSELDORF
52732,N,150,17266,,N,17266 CLEARSTREAM'S UNPUBL CLIENT
52733,N,150,17313,,N,17313 CLEARSTREAM'S UNPUBL CLIENT
52734,N,150,65002,,N,65002 CLEARSTREAM'S UNPUBL CLIENT
52735,N,150,17344,,N,17344 CLEARSTREAM'S UNPUBL CLIENT
52736,N,150,88986,,N,88986 CLEARSTREAM'S UNPUBL CLIENT
52737,N,150,89304,,N,89304 CLEARSTREAM'S UNPUBL CLIENT
52738,N,150,17061,,N,17061 CLEARSTREAM'S UNPUBL CLIENT
52739,N,160,62762,,N,"CYPRUS STOCK EXCHANGE, NICOSIA   "
52740,N,150,89305,,N,89305 CLEARSTREAM'S UNPUBL CLIENT
52741,N,150,17392,,N,17392 CLEARSTREAM'S UNPUBL CLIENT
52742,N,150,17415,,N,17415 CLEARSTREAM'S UNPUBL CLIENT
52743,N,150,17122,,N,17122 CLEARSTREAM'S UNPUBL CLIENT
52744,N,150,17223,,N,17223 CLEARSTREAM'S UNPUBL CLIENT
52745,N,150,17234,,N,17234 CLEARSTREAM'S UNPUBL CLIENT
52746,N,190,17267,,N,"ESB LIMITED,DUBLIN   "
52747,N,150,17284,,N,17284 CLEARSTREAM'S UNPUBL CLIENT
52748,N,150,17314,,N,17314 CLEARSTREAM'S UNPUBL CLIENT
52749,N,150,17196,,N,17196 CLEARSTREAM'S UNPUBL CLIENT
52750,N,150,17346,,N,17346 CLEARSTREAM'S UNPUBL CLIENT
52751,N,60,67668,,N,"DWPBK AS TRUS F BHF-BK AG,FKTMAIN"
52752,N,70,,,N,BCA INTESA SPA MILANO    
52753,N,190,10420,,N,"HSBC SEC SVCES(IE)LTD/ZENITH,DUB "
52754,N,150,17393,,N,17393 CLEARSTREAM'S UNPUBL CLIENT
52755,N,10,,,N,CHARLES SCHWAB SAN FRANCISCO 
52756,N,150,13777,,N,13777 CLEARSTREAM'S UNPUBL CLIENT
52757,N,150,17177,,N,17177 CLEARSTREAM'S UNPUBL CLIENT
52758,N,150,17219,,N,17219 CLEARSTREAM'S UNPUBL CLIENT
52759,N,70,89374,,N,BCA AGRICOLA POP RAGUSA/FINSUD SI
52760,N,50,,,N,LIENHARDT PART PRIVATBK ZURICH   
52761,N,150,17245,,N,17245 CLEARSTREAM'S UNPUBL CLIENT
52762,N,190,10288,,N,"BNY MIS(INT)LT/AC DIMENS FDS,DUBL"
52763,N,150,67683,,N,67683 CLEARSTREAM'S UNPUBL CLIENT
52764,N,60,,,N,MIZUHO CORP BK GERMANY AG FKFT   
52765,N,880,89376,,N,SHANGHAI COM SAV BK TST TAIPEI   
52766,N,0,31887,,N,"DEXIA BK,BXL "
52767,N,150,17315,,N,17315 CLEARSTREAM'S UNPUBL CLIENT
52768,N,150,89377,,N,89377 CLEARSTREAM'S UNPUBL CLIENT
52769,N,903,89322,,N,"BCA DI SAN MARINO/TERZI,FAETANO  "
52770,N,981,17318,,N,"KEBSSDFUNDS,SEOUL    "
52771,N,150,89378,,N,89378 CLEARSTREAM'S UNPUBL CLIENT
52772,N,150,89335,,N,89335 CLEARSTREAM'S UNPUBL CLIENT
52773,N,150,17347,,N,17347 CLEARSTREAM'S UNPUBL CLIENT
52774,N,60,,2019,Y,"MERCK FINCK & CO,MUNICH  "
52775,N,60,65037,,N,"DWPBK AS TRU F BHF-BK TAX,FKTMAIN"
52776,N,150,17374,,N,"CBI RE IVALDI EU MULT STR.SCA,LUX"
52777,N,150,17394,,N,17394 CLEARSTREAM'S UNPUBL CLIENT
52778,N,150,65059,,N,65059 CLEARSTREAM'S UNPUBL CLIENT
52779,N,150,89358,,N,89358 CLEARSTREAM'S UNPUB CLIENT 
52781,N,830,,,N,THE MINATO BANK LTD KOBE 
52782,N,150,17228,,N,17228 CLEARSTREAM'S UNPUBL CLIENT
52783,N,150,89382,,N,89382 CLEARSTREAM'S UNPUBL CLIENT
52784,N,150,89341,,N,89341 CLEARSTREAM'S UNPUBL CLIENT
52786,N,150,17246,,N,17246 CLEARSTREAM'S UNPUBL CLIENT
52787,N,150,89342,,N,89342 CLEARSTREAM'S UNPUBL CLIENT
52788,N,150,17273,,N,17273 CLEARSTREAM'S UNPUBL CLIENT
52789,N,150,17285,,N,17285 CLEARSTREAM'S UNPUBL CLIENT
52790,N,964,89338,,N,QATAR NATL BK SAQ DOHA   
52791,N,150,17316,,N,17316 CLEARSTREAM'S UNPUBL CLIENT
52792,N,150,10401,,N,"M.M.WARBURG + CO.LUX/LRII +AI,LUX"
52793,N,150,17349,,N,17349 CLEARSTREAM'S UNPUBL CLIENT
52794,N,60,65038,,N,"DWPBK AS TRU F BHF-BK SIC,FKTMAIN"
52795,N,40,,8586,Y,"ABN AMRO CLEARING BANK N.V., AMST"
52796,N,150,17367,,N,17367 CLEARSTREAM'S UNPUBL CLIENT
52797,N,150,65060,,N,65060 CLEARSTREAM'S UNPUBL CLIENT
52798,N,150,17214,,N,17214 CLEARSTREAM'S UNPUBL CLIENT
52800,N,190,89365,,N,SCOTIABK IREL LTD DERIV PRO DUBL 
52801,N,150,17229,,N,17229 CLEARSTREAM'S UNPUBL CLIENT
52802,N,150,17247,,N,17247 CLEARSTREAM'S UNPUBL CLIENT
52803,N,150,17275,,N,17275 CLEARSTREAM'S UNPUBL CLIENT
52804,N,150,89386,,N,89386 CLEARSTREAM'S UNPUBL CLIENT
52805,N,150,17286,,N,17286 CLEARSTREAM'S UNPUBL CLIENT
52806,N,530,89367,,N,DECEVAL SA BOGOTA    
52807,N,225,,,N,"MEMELA INV LTD, LIMASSOL "
52808,N,150,17317,,N,17317 CLEARSTREAM'S UNPUBL CLIENT
52809,N,810,,,N,ABN AMRO BK JAKARTA AS JAKARTA   
52810,N,150,17242,,N,17242 CLEARSTREAM'S UNPUBL CLIENT
52811,N,150,89348,,N,89348 CLEARSTREAM'S UNPUBL CLIENT
52812,N,150,17350,,N,"ARGENTA FUND SA, LUXEMBOURG  "
52813,N,60,68625,,N,"EUREX CLEARING AG, ESCHBORN  "
52814,N,150,11844,,N,11844 CLEARSTREAM'S UNPUBL CLIENT
52815,N,150,13363,,N,13363 CLEARSTREAM'S UNPUBL CLIENT
52816,N,150,10404,,N,"STATE STREET BK LUXEMBO/IFDSL,LUX"
52817,N,190,,,N,"LBBW ASSET MGT (IRL) PLC,DUBLIN  "
52818,N,150,89372,,N,89372 CLEARSTREAM'S UNPUBL CLIENT
52819,N,20,17405,,N,BP2S LU/USRS DC/DO/INT/PR1984 PAR
52820,N,150,13511,,N,13511 CLEARSTREAM'S UNPUBL CLIENT
52822,N,260,17376,,N,"UNICR BK HUNGARY ZRT/CL,BUDAPEST "
52823,N,60,68622,8622,Y,MAINFIRST BK AG FKFT 
52824,N,60,67065,,N,AAREAL BANK AG WIESB WIESBADEN   
52825,N,150,69606,,N,69606 CLEARSTREAM'S UNPUBL CLIENT
52826,N,150,13584,,N,13584 CLEARSTREAM'S UNPUBL CLIENT
52827,N,150,17215,,N,17215 CLEARSTREAM'S UNPUBL CLIENT
52828,N,150,13588,,N,13588 CLEARSTREAM'S UNPUBL CLIENT
52829,N,150,17202,,N,17202 CLEARSTREAM'S UNPUBL CLIENT
52830,N,150,17248,,N,17248 CLEARSTREAM'S UNPUBL CLIENT
52831,N,150,17276,,N,17276 CLEARSTREAM'S UNPUBL CLIENT
52832,N,150,13639,,N,13639 CLEARSTREAM'S UNPUBL CLIENT
52833,N,120,89524,,N,BANIF BCO DE INVEST LISBOA   
52834,N,150,89559,,N,89559 CLEARSTREAM'S UNPUBL CLIENT
52835,N,150,13664,,N,13664 CLEARSTREAM'S UNPUBL CLIENT
52836,N,150,89518,,N,89518 CLEARSTREAM'S UNPUBL CLIENT
52837,N,150,17287,,N,17287 CLEARSTREAM'S UNPUBL CLIENT
52838,N,30,13693,,N,GATEHOUSE BANK PLC LONDON    
